Row ID,Order ID,Order Date,Ship Date,Ship Mode,Segment,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
2151,CA-2015-105627,3/8/2015,3/12/2015,Standard Class,Consumer,OFF-AR-10002704,Office Supplies,Art,Boston 1900 Electric Pencil Sharpener,14.98,1,0,4.494
2152,CA-2015-105627,3/8/2015,3/12/2015,Standard Class,Consumer,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,373.08,6,0,82.0776
2153,CA-2015-160213,3/8/2015,3/13/2015,Standard Class,Corporate,OFF-PA-10003848,Office Supplies,Paper,Xerox 1997,19.44,3,0,9.3312
2154,CA-2015-107741,3/8/2015,3/10/2015,First Class,Corporate,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",3.408,1,0.2,0.8946
2155,CA-2015-132136,3/8/2015,3/12/2015,Standard Class,Consumer,OFF-BI-10002706,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,8.568,3,0.8,-14.5656
2156,CA-2015-123155,3/9/2015,3/12/2015,First Class,Corporate,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,113.52,5,0.2,29.799
2157,CA-2015-123155,3/9/2015,3/12/2015,First Class,Corporate,TEC-PH-10001809,Technology,Phones,Panasonic KX T7736-B Digital phone,359.88,3,0.2,22.4925
2158,CA-2015-110345,3/9/2015,3/11/2015,Second Class,Consumer,OFF-LA-10001175,Office Supplies,Labels,Avery 514,4.608,2,0.2,1.6704
2159,CA-2015-146829,3/10/2015,3/10/2015,Same Day,Consumer,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,1.112,2,0.8,-1.8904
2160,US-2015-118906,3/10/2015,3/10/2015,Same Day,Corporate,OFF-ST-10002406,Office Supplies,Storage,Pizazz Global Quick File,89.82,6,0,25.1496
2161,CA-2015-128083,3/12/2015,3/17/2015,Standard Class,Corporate,OFF-EN-10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,8.688,3,0.2,2.9322
2162,CA-2015-128083,3/12/2015,3/17/2015,Standard Class,Corporate,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",30.88,4,0.2,3.86
2163,CA-2015-128083,3/12/2015,3/17/2015,Standard Class,Corporate,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,6.408,3,0.2,1.4418
2164,CA-2015-148705,3/12/2015,3/18/2015,Standard Class,Consumer,OFF-LA-10001641,Office Supplies,Labels,Avery 518,5.04,2,0.2,1.764
2165,CA-2015-114237,3/13/2015,3/15/2015,First Class,Consumer,FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",141.96,2,0,39.7488
2166,US-2015-139675,3/13/2015,3/18/2015,Second Class,Home Office,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,915.136,4,0.2,102.9528
2167,US-2015-139675,3/13/2015,3/18/2015,Second Class,Home Office,FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,327.76,8,0,91.7728
2168,CA-2015-163587,3/14/2015,3/18/2015,Standard Class,Consumer,OFF-LA-10004484,Office Supplies,Labels,Avery 476,16.52,4,0,7.5992
2169,CA-2015-163587,3/14/2015,3/18/2015,Standard Class,Consumer,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,671.94,3,0,315.8118
2170,CA-2015-167479,3/14/2015,3/19/2015,Standard Class,Consumer,OFF-PA-10002105,Office Supplies,Paper,Xerox 223,19.44,3,0,9.3312
2171,CA-2015-155124,3/15/2015,3/21/2015,Standard Class,Corporate,TEC-PH-10003356,Technology,Phones,"SmartStand Mobile Device Holder, Assorted Colors",16.776,3,0.2,1.6776
2172,CA-2015-145352,3/16/2015,3/22/2015,Standard Class,Consumer,OFF-AR-10001662,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,2.74,1,0,0.7398
2173,CA-2015-145352,3/16/2015,3/22/2015,Standard Class,Consumer,OFF-AR-10003856,Office Supplies,Art,Newell 344,8.34,3,0,2.1684
2174,CA-2015-145352,3/16/2015,3/22/2015,Standard Class,Consumer,OFF-ST-10001228,Office Supplies,Storage,Personal File Boxes with Fold-Down Carry Handle,46.74,3,0,11.685
2175,CA-2015-145352,3/16/2015,3/22/2015,Standard Class,Consumer,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,6354.95,5,0,3177.475
2176,CA-2015-112116,3/16/2015,3/18/2015,Second Class,Consumer,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,171.96,2,0,44.7096
2177,CA-2015-144722,3/16/2015,3/23/2015,Standard Class,Corporate,FUR-FU-10001215,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",43.13,1,0,18.1146
2178,CA-2015-153906,3/16/2015,3/20/2015,Standard Class,Corporate,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset,85.9,2,0,2.577
2179,CA-2015-134257,3/16/2015,3/19/2015,Second Class,Consumer,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",491.55,5,0,240.8595
2180,CA-2015-134257,3/16/2015,3/19/2015,Second Class,Consumer,OFF-EN-10003845,Office Supplies,Envelopes,Colored Envelopes,7.38,2,0,3.3948
2181,US-2015-150231,3/16/2015,3/20/2015,Second Class,Home Office,OFF-AR-10001761,Office Supplies,Art,Avery Hi-Liter Smear-Safe Highlighters,17.52,3,0,6.3072
2182,CA-2015-110632,3/17/2015,3/22/2015,Second Class,Corporate,TEC-AC-10000387,Technology,Accessories,KeyTronic KT800P2 - Keyboard - Black,15.02,1,0,2.7036
2183,CA-2015-110632,3/17/2015,3/22/2015,Second Class,Corporate,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",33.82,2,0,9.1314
2184,CA-2015-132101,3/19/2015,3/25/2015,Standard Class,Home Office,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,453.576,3,0.2,39.6879
2185,CA-2015-111829,3/19/2015,3/20/2015,First Class,Corporate,OFF-ST-10000142,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,1247.64,3,0,349.3392
2186,CA-2015-111829,3/19/2015,3/20/2015,First Class,Corporate,TEC-CO-10001766,Technology,Copiers,Canon PC940 Copier,3149.93,7,0,1480.4671
2187,CA-2015-111829,3/19/2015,3/20/2015,First Class,Corporate,OFF-PA-10004359,Office Supplies,Paper,Multicolor Computer Printout Paper,209.7,2,0,100.656
2188,CA-2015-113110,3/19/2015,3/23/2015,Standard Class,Consumer,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,17.568,2,0.2,6.3684
2189,CA-2015-113110,3/19/2015,3/23/2015,Standard Class,Consumer,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,14.62,2,0,6.8714
2190,CA-2015-113110,3/19/2015,3/23/2015,Standard Class,Consumer,OFF-SU-10001165,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,33.36,4,0,8.6736
2191,CA-2015-113110,3/19/2015,3/23/2015,Standard Class,Consumer,OFF-PA-10002749,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",40.14,6,0,19.6686
2192,CA-2015-143532,3/19/2015,3/24/2015,Standard Class,Consumer,OFF-PA-10001560,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4” x 11”",14.496,3,0.2,4.8924
2193,CA-2015-163104,3/19/2015,3/26/2015,Standard Class,Corporate,OFF-PA-10001947,Office Supplies,Paper,Xerox 1974,11.96,2,0,5.8604
2194,CA-2015-149993,3/19/2015,3/20/2015,First Class,Consumer,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,10.9,5,0,3.597
2195,CA-2015-168088,3/19/2015,3/22/2015,First Class,Home Office,OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,65.584,2,0.2,23.7742
2196,CA-2015-168088,3/19/2015,3/22/2015,First Class,Home Office,FUR-BO-10004218,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",383.4656,4,0.32,-67.6704
2197,CA-2015-106565,3/20/2015,3/23/2015,First Class,Corporate,OFF-PA-10000061,Office Supplies,Paper,Xerox 205,51.84,8,0,24.8832
2198,CA-2015-127607,3/20/2015,3/26/2015,Standard Class,Consumer,OFF-BI-10001308,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,2.512,2,0.8,-4.396
2199,CA-2015-127607,3/20/2015,3/26/2015,Standard Class,Consumer,OFF-FA-10003485,Office Supplies,Fasteners,Staples,18.864,9,0.2,6.1308
2200,CA-2015-165813,3/20/2015,3/22/2015,Second Class,Consumer,OFF-ST-10004258,Office Supplies,Storage,Portable Personal File Box,29.304,3,0.2,2.5641
2201,CA-2015-159534,3/20/2015,3/23/2015,First Class,Corporate,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,49.848,3,0.2,16.8237
2202,CA-2015-159534,3/20/2015,3/23/2015,First Class,Corporate,OFF-EN-10004386,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",23.99,1,0,11.995
2203,CA-2015-159534,3/20/2015,3/23/2015,First Class,Corporate,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,1087.936,8,0.2,353.5792
2204,CA-2015-159534,3/20/2015,3/23/2015,First Class,Corporate,TEC-PH-10002310,Technology,Phones,Panasonic KX T7731-B Digital phone,199.98,2,0,53.9946
2205,CA-2015-159534,3/20/2015,3/23/2015,First Class,Corporate,OFF-ST-10001172,Office Supplies,Storage,"Tennsco Lockers, Sand",83.92,4,0,20.1408
2206,CA-2015-120621,3/21/2015,3/26/2015,Standard Class,Consumer,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,962.08,4,0.2,156.338
2207,CA-2015-120621,3/21/2015,3/26/2015,Standard Class,Consumer,OFF-BI-10000948,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",12.843,3,0.7,-9.8463
2208,CA-2015-120621,3/21/2015,3/26/2015,Standard Class,Consumer,OFF-PA-10002254,Office Supplies,Paper,Xerox 1883,295.456,14,0.2,96.0232
2209,CA-2015-157812,3/22/2015,3/26/2015,Standard Class,Consumer,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",18.392,1,0.2,5.2877
2210,CA-2015-157812,3/22/2015,3/26/2015,Standard Class,Consumer,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,129.568,2,0.2,-25.9136
2211,CA-2015-157812,3/22/2015,3/26/2015,Standard Class,Consumer,OFF-BI-10000285,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,14.112,9,0.8,-21.168
2212,CA-2015-163440,3/22/2015,3/24/2015,First Class,Consumer,TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,15.984,2,0.2,1.1988
2213,US-2015-163279,3/22/2015,3/26/2015,Standard Class,Corporate,OFF-PA-10003127,Office Supplies,Paper,Easy-staple paper,105.52,4,0,48.5392
2214,US-2015-163279,3/22/2015,3/26/2015,Standard Class,Corporate,FUR-FU-10000747,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,91.96,2,0,15.6332
2215,US-2015-163279,3/22/2015,3/26/2015,Standard Class,Corporate,TEC-PH-10001795,Technology,Phones,ClearOne CHATAttach 160 - speaker phone,1487.976,3,0.2,185.997
2216,CA-2015-121552,3/22/2015,3/27/2015,Standard Class,Corporate,OFF-AR-10003217,Office Supplies,Art,Newell 316,19.56,4,0,5.4768
2217,CA-2015-117884,3/22/2015,3/22/2015,Same Day,Consumer,TEC-AC-10002567,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,447.944,7,0.2,89.5888
2218,CA-2015-117884,3/22/2015,3/22/2015,Same Day,Consumer,OFF-ST-10002182,Office Supplies,Storage,"Iris 3-Drawer Stacking Bin, Black",150.408,9,0.2,-33.8418
2219,US-2015-125374,3/23/2015,3/29/2015,Standard Class,Consumer,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,107.772,2,0.3,-29.2524
2220,CA-2015-130218,3/23/2015,3/26/2015,First Class,Consumer,OFF-FA-10003112,Office Supplies,Fasteners,Staples,31.56,4,0,14.202
2221,CA-2015-130218,3/23/2015,3/26/2015,First Class,Consumer,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,27.92,4,0,0.5584
2222,CA-2015-138219,3/23/2015,3/30/2015,Standard Class,Corporate,OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",33.36,4,0,16.68
2223,US-2015-107944,3/23/2015,3/25/2015,First Class,Corporate,OFF-PA-10000659,Office Supplies,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",192.72,11,0,92.5056
2224,US-2015-107944,3/23/2015,3/25/2015,First Class,Corporate,TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse,239.97,3,0,86.3892
2225,CA-2015-118423,3/24/2015,3/27/2015,First Class,Home Office,FUR-BO-10000362,Furniture,Bookcases,Sauder Inglewood Library Bookcases,359.058,3,0.3,-35.9058
2226,US-2015-112508,3/24/2015,3/30/2015,Standard Class,Corporate,OFF-AP-10002287,Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",6.992,2,0.2,0.5244
2227,CA-2015-145457,3/24/2015,3/27/2015,Second Class,Corporate,FUR-FU-10003832,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",46.9,5,0,13.132
2228,CA-2015-103793,3/26/2015,3/31/2015,Standard Class,Corporate,OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,74.352,3,0.2,23.235
2229,CA-2015-167374,3/26/2015,3/30/2015,Second Class,Consumer,OFF-PA-10001950,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,40.032,6,0.2,12.51
2230,CA-2015-167374,3/26/2015,3/30/2015,Second Class,Consumer,TEC-AC-10004633,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",16.776,3,0.2,5.0328
2231,CA-2015-164301,3/26/2015,3/30/2015,Standard Class,Corporate,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,3393.68,8,0,610.8624
2232,US-2015-116981,3/26/2015,3/28/2015,Second Class,Corporate,OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",1085.42,7,0,282.2092
2233,US-2015-116981,3/26/2015,3/28/2015,Second Class,Corporate,OFF-AP-10000595,Office Supplies,Appliances,Disposable Triple-Filter Dust Bags,13.11,3,0,3.4086
2234,CA-2015-132948,3/27/2015,4/3/2015,Standard Class,Consumer,OFF-ST-10000636,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,83.7,5,0,3.348
2235,CA-2015-131534,3/28/2015,4/2/2015,Standard Class,Consumer,TEC-AC-10002253,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,166.24,1,0,24.936
2236,CA-2015-131534,3/28/2015,4/2/2015,Standard Class,Consumer,OFF-PA-10000743,Office Supplies,Paper,Xerox 1977,33.4,5,0,16.032
2237,CA-2015-135363,3/28/2015,4/2/2015,Standard Class,Consumer,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,15.552,3,0.2,5.4432
2238,CA-2015-135363,3/28/2015,4/2/2015,Standard Class,Consumer,OFF-PA-10000533,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,5.232,1,0.2,1.7004
2239,CA-2015-133536,3/28/2015,3/30/2015,Second Class,Consumer,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,22.92,3,0,11.2308
2240,CA-2015-153549,3/29/2015,3/31/2015,Second Class,Home Office,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,1166.92,5,0.2,131.2785
2241,CA-2015-121272,3/29/2015,4/4/2015,Standard Class,Consumer,OFF-AP-10001947,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,73.28,4,0,21.2512
2242,US-2015-103996,3/29/2015,3/31/2015,Second Class,Consumer,OFF-PA-10001736,Office Supplies,Paper,Xerox 1880,212.64,6,0,99.9408
2243,US-2015-103996,3/29/2015,3/31/2015,Second Class,Consumer,OFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books,9.87,3,0,4.5402
2244,US-2015-103996,3/29/2015,3/31/2015,Second Class,Consumer,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,53.25,3,0,20.7675
2245,US-2015-103996,3/29/2015,3/31/2015,Second Class,Consumer,FUR-FU-10004586,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,19.92,3,0,9.5616
2246,CA-2015-150749,3/29/2015,4/3/2015,Second Class,Consumer,OFF-AR-10003732,Office Supplies,Art,Newell 333,5.56,2,0,1.4456
2247,CA-2015-105361,3/29/2015,4/4/2015,Standard Class,Consumer,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",17.64,4,0,8.1144
2248,CA-2015-121405,3/30/2015,4/4/2015,Standard Class,Corporate,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",23.52,5,0.2,8.526
2249,CA-2015-121405,3/30/2015,4/4/2015,Standard Class,Corporate,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,180.96,5,0.2,13.572
2250,CA-2015-104871,3/30/2015,4/3/2015,Standard Class,Home Office,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",366.744,4,0.3,-110.0232
2251,CA-2015-137106,3/31/2015,4/4/2015,Standard Class,Corporate,TEC-PH-10000011,Technology,Phones,PureGear Roll-On Screen Protector,79.96,5,0.2,27.986
2252,CA-2015-128125,3/31/2015,4/5/2015,Standard Class,Corporate,OFF-PA-10000357,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",98.376,3,0.2,35.6613
2253,CA-2015-128125,3/31/2015,4/5/2015,Standard Class,Corporate,FUR-FU-10001085,Furniture,Furnishings,3M Polarizing Light Filter Sleeves,22.38,3,0.6,-7.833
2254,US-2015-122140,4/2/2015,4/7/2015,Standard Class,Consumer,OFF-AP-10001242,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,32.192,2,0.8,-80.48
2255,US-2015-122140,4/2/2015,4/7/2015,Standard Class,Consumer,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,50.12,7,0.2,-0.6265
2256,US-2015-122140,4/2/2015,4/7/2015,Standard Class,Consumer,TEC-AC-10003289,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,47.976,3,0.2,1.7991
2257,CA-2015-136378,4/2/2015,4/7/2015,Standard Class,Corporate,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,9.156,3,0.8,-13.734
2258,US-2015-159513,4/2/2015,4/9/2015,Standard Class,Consumer,TEC-MA-10003329,Technology,Machines,"Vtech AT&T CL2940 Corded Speakerphone, Black",71.976,3,0.2,24.2919
2259,US-2015-142811,4/2/2015,4/7/2015,Standard Class,Consumer,TEC-PH-10003095,Technology,Phones,Samsung HM1900 Bluetooth Headset,87.8,5,0.2,32.925
2260,CA-2015-110667,4/4/2015,4/8/2015,Standard Class,Home Office,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,11.16,2,0,4.3524
2261,CA-2015-110667,4/4/2015,4/8/2015,Standard Class,Home Office,FUR-FU-10004622,Furniture,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,108.4,2,0,22.764
2262,CA-2015-110667,4/4/2015,4/8/2015,Standard Class,Home Office,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,82.344,3,0.2,27.7911
2263,CA-2015-110667,4/4/2015,4/8/2015,Standard Class,Home Office,OFF-BI-10003529,Office Supplies,Binders,Avery Round Ring Poly Binders,9.088,4,0.2,3.2944
2264,CA-2015-112452,4/4/2015,4/4/2015,Same Day,Consumer,OFF-AP-10003849,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,644.076,2,0.1,107.346
2265,CA-2015-112452,4/4/2015,4/4/2015,Same Day,Consumer,OFF-FA-10000735,Office Supplies,Fasteners,Staples,5.84,2,0,2.628
2266,CA-2015-112452,4/4/2015,4/4/2015,Same Day,Consumer,OFF-BI-10003350,Office Supplies,Binders,Acco Expandable Hanging Binders,12.76,2,0,5.8696
2267,CA-2015-112452,4/4/2015,4/4/2015,Same Day,Consumer,TEC-PH-10000307,Technology,Phones,Shocksock Galaxy S4 Armband,10.95,1,0,0.438
2268,CA-2015-112452,4/4/2015,4/4/2015,Same Day,Consumer,TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,599.98,2,0,209.993
2269,US-2015-136476,4/5/2015,4/10/2015,Standard Class,Corporate,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,157.794,1,0.7,-115.7156
2270,CA-2015-167010,4/5/2015,4/10/2015,Standard Class,Home Office,OFF-AP-10004036,Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner,98.112,7,0.2,18.396
2271,CA-2015-167010,4/5/2015,4/10/2015,Standard Class,Home Office,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,563.808,4,0.2,21.1428
2272,CA-2015-167010,4/5/2015,4/10/2015,Standard Class,Home Office,OFF-BI-10002072,Office Supplies,Binders,Cardinal Slant-D Ring Binders,10.428,4,0.7,-6.952
2273,CA-2015-167010,4/5/2015,4/10/2015,Standard Class,Home Office,FUR-FU-10001468,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,547.136,4,0.2,-68.392
2274,CA-2015-167010,4/5/2015,4/10/2015,Standard Class,Home Office,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,14.85,5,0.4,-3.2175
2275,CA-2015-167010,4/5/2015,4/10/2015,Standard Class,Home Office,TEC-PH-10002844,Technology,Phones,Speck Products Candyshell Flip Case,41.988,2,0.4,-9.7972
2276,CA-2015-167010,4/5/2015,4/10/2015,Standard Class,Home Office,FUR-FU-10001037,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",7.584,1,0.2,2.37
2277,CA-2015-167010,4/5/2015,4/10/2015,Standard Class,Home Office,FUR-BO-10004218,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",352.45,5,0.5,-211.47
2278,CA-2015-119942,4/5/2015,4/7/2015,First Class,Consumer,OFF-LA-10001569,Office Supplies,Labels,Avery 499,23.904,6,0.2,7.7688
2279,CA-2015-161452,4/5/2015,4/11/2015,Standard Class,Corporate,FUR-CH-10003973,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,892.224,3,0.2,89.2224
2280,CA-2015-102855,4/5/2015,4/6/2015,Same Day,Consumer,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,239.94,6,0,26.3934
2281,CA-2015-102855,4/5/2015,4/6/2015,Same Day,Consumer,OFF-AR-10002467,Office Supplies,Art,Dixon Ticonderoga Pencils,23.84,8,0,6.4368
2282,CA-2015-124541,4/6/2015,4/10/2015,Standard Class,Consumer,OFF-AR-10004078,Office Supplies,Art,Newell 312,42.048,9,0.2,5.256
2283,CA-2015-124541,4/6/2015,4/10/2015,Standard Class,Consumer,TEC-AC-10002550,Technology,Accessories,Maxell 4.7GB DVD-RW 3/Pack,25.488,2,0.2,4.4604
2284,CA-2015-124541,4/6/2015,4/10/2015,Standard Class,Consumer,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,6.9,3,0.8,-12.075
2285,CA-2015-124541,4/6/2015,4/10/2015,Standard Class,Consumer,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",9.648,6,0.8,-16.884
2286,CA-2015-124541,4/6/2015,4/10/2015,Standard Class,Consumer,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,7.968,2,0.2,2.8884
2287,CA-2015-100888,4/6/2015,4/10/2015,Standard Class,Consumer,OFF-PA-10001019,Office Supplies,Paper,Xerox 1884,47.952,3,0.2,16.1838
2288,CA-2015-140025,4/7/2015,4/11/2015,Standard Class,Consumer,OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,463.248,8,0.8,-1181.2824
2289,CA-2015-140025,4/7/2015,4/11/2015,Standard Class,Consumer,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,383.952,6,0.2,47.994
2290,CA-2015-130554,4/7/2015,4/9/2015,First Class,Home Office,OFF-AR-10001954,Office Supplies,Art,Newell 331,11.736,3,0.2,1.0269
2291,CA-2015-166492,4/7/2015,4/10/2015,First Class,Consumer,OFF-PA-10002262,Office Supplies,Paper,Xerox 192,25.92,4,0,12.4416
2292,CA-2015-166492,4/7/2015,4/10/2015,First Class,Consumer,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,22.58,2,0,5.8708
2293,CA-2015-142027,4/9/2015,4/14/2015,Standard Class,Consumer,FUR-TA-10002774,Furniture,Tables,Laminate Occasional Tables,369.912,3,0.2,-13.8717
2294,CA-2015-116512,4/9/2015,4/14/2015,Standard Class,Consumer,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",17.94,3,0,3.0498
2295,CA-2015-101000,4/9/2015,4/14/2015,Standard Class,Consumer,OFF-AP-10000179,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,370.14,3,0,144.3546
2296,CA-2015-168767,4/10/2015,4/15/2015,Standard Class,Corporate,OFF-BI-10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers,12.832,2,0.2,4.3308
2297,CA-2015-134201,4/10/2015,4/16/2015,Standard Class,Home Office,OFF-ST-10001476,Office Supplies,Storage,Steel Personal Filing/Posting Tote,142.04,4,0,38.3508
2298,CA-2015-134201,4/10/2015,4/16/2015,Standard Class,Home Office,OFF-AR-10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils,14.67,3,0,6.0147
2299,CA-2015-111164,4/11/2015,4/15/2015,Standard Class,Consumer,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,85.14,3,0,34.9074
2300,CA-2015-111164,4/11/2015,4/15/2015,Standard Class,Consumer,TEC-PH-10004531,Technology,Phones,OtterBox Commuter Series Case - iPhone 5 & 5s,21.99,1,0,10.5552
